epoch,train_loss,valid_loss,recon_mse,time
0,14.024311065673828,0.7533692121505737,0.20224517583847046,00:06
1,4.633513927459717,0.46198201179504395,0.20743700861930847,00:06
2,1.7254571914672852,-0.06239074468612671,0.19541050493717194,00:06
3,0.5934555530548096,-0.20495280623435974,0.18744751811027527,00:06
4,0.10467340797185898,-0.24857734143733978,0.18492907285690308,00:06
5,-0.16121354699134827,-0.4197593629360199,0.16126011312007904,00:05
6,-0.36514031887054443,-0.5688393115997314,0.13864494860172272,00:06
7,-0.5342308878898621,-0.7170491218566895,0.12552425265312195,00:06
8,-0.6594478487968445,-0.7855528593063354,0.12195614725351334,00:05
9,-0.7535032033920288,-0.8740584850311279,0.1127091497182846,00:05
10,-0.8411198854446411,-0.9554753303527832,0.10503523796796799,00:05
11,-0.9249180555343628,-1.0289357900619507,0.09900759905576706,00:06
12,-1.0069451332092285,-1.144443154335022,0.08709980547428131,00:06
13,-1.1620972156524658,-1.3681318759918213,0.06666116416454315,00:06
14,-1.3375717401504517,-1.4973082542419434,0.055132292211055756,00:06
15,-1.498422384262085,-1.6805521249771118,0.047844354063272476,00:06
16,-1.640886902809143,-1.7812267541885376,0.042838484048843384,00:06
17,-1.7349056005477905,-1.872642993927002,0.03823578357696533,00:06
18,-1.8150595426559448,-1.9018197059631348,0.036307621747255325,00:06
19,-1.8923914432525635,-1.952027678489685,0.03408035263419151,00:06
20,-1.9413126707077026,-1.981248378753662,0.032170042395591736,00:06
21,-1.9965004920959473,-2.0542404651641846,0.031594838947057724,00:05
22,-2.013167142868042,-2.0213537216186523,0.030889807268977165,00:06
23,-2.0525569915771484,-2.073326349258423,0.029921267181634903,00:05
24,-2.0856235027313232,-2.11783766746521,0.028995130211114883,00:06
25,-2.0839967727661133,-2.0965375900268555,0.028964923694729805,00:06
26,-2.118685245513916,-2.113729238510132,0.02911863662302494,00:05
27,-2.1262102127075195,-2.118598461151123,0.02826141193509102,00:05
28,-2.1329264640808105,-2.11373233795166,0.0280595850199461,00:06
29,-2.1510891914367676,-2.0309183597564697,0.028830338269472122,00:05
30,-2.1799628734588623,-2.201645612716675,0.02587454952299595,00:05
31,-2.1755683422088623,-2.172720432281494,0.026908673346042633,00:06
32,-2.190376043319702,-2.1249678134918213,0.02747143805027008,00:05
33,-2.2024145126342773,-2.2316489219665527,0.026032501831650734,00:05
34,-2.2435455322265625,-2.194847583770752,0.026042921468615532,00:06
35,-2.2186577320098877,-2.1819660663604736,0.026398690417408943,00:05
36,-2.2476909160614014,-2.2615933418273926,0.024197587743401527,00:05
37,-2.2480082511901855,-2.25028920173645,0.02463526651263237,00:06
38,-2.2763216495513916,-2.2705912590026855,0.024443715810775757,00:06
39,-2.272878885269165,-2.2272591590881348,0.02491404488682747,00:06
40,-2.285085678100586,-2.2649085521698,0.023901958018541336,00:05
41,-2.298715114593506,-2.3240065574645996,0.02308378554880619,00:05
42,-2.3075942993164062,-2.2882440090179443,0.023557307198643684,00:06
43,-2.3153810501098633,-2.263279914855957,0.02390514686703682,00:05
44,-2.3322458267211914,-2.311502695083618,0.023358669131994247,00:05
45,-2.3446404933929443,-2.313014268875122,0.02353060431778431,00:05
46,-2.3472976684570312,-2.277761220932007,0.023606279864907265,00:05
47,-2.3633334636688232,-2.3219025135040283,0.02242998220026493,00:05
48,-2.3804192543029785,-2.3579578399658203,0.022800512611865997,00:05
49,-2.375361442565918,-2.3642215728759766,0.022233441472053528,00:06
50,-2.3859267234802246,-2.3671441078186035,0.022396523505449295,00:06
51,-2.401413679122925,-2.3592147827148438,0.022114792838692665,00:06
52,-2.4139437675476074,-2.379608392715454,0.022269146516919136,00:06
53,-2.412876844406128,-2.3906383514404297,0.021846774965524673,00:06
54,-2.4168860912323,-2.3807849884033203,0.021936405450105667,00:06
55,-2.434957981109619,-2.3707878589630127,0.021774789318442345,00:05
56,-2.4420855045318604,-2.4146783351898193,0.021179908886551857,00:05
57,-2.4490878582000732,-2.4079902172088623,0.02139091305434704,00:06
58,-2.4496355056762695,-2.380707263946533,0.021247506141662598,00:05
59,-2.4627561569213867,-2.4086623191833496,0.021241135895252228,00:05
60,-2.4663949012756348,-2.4147205352783203,0.021085798740386963,00:05
61,-2.474695920944214,-2.377101182937622,0.021894723176956177,00:06
62,-2.4841785430908203,-2.425701856613159,0.020995967090129852,00:05
63,-2.4920494556427,-2.4224655628204346,0.020916610956192017,00:06
64,-2.496976852416992,-2.4432148933410645,0.020719479769468307,00:05
65,-2.5046069622039795,-2.4230151176452637,0.020954564213752747,00:06
66,-2.506410598754883,-2.436164617538452,0.020762313157320023,00:05
67,-2.509300947189331,-2.4291296005249023,0.020359976217150688,00:05
68,-2.517759323120117,-2.4550201892852783,0.02015082910656929,00:05
69,-2.516322374343872,-2.433206081390381,0.020294656977057457,00:06
70,-2.534409523010254,-2.462273359298706,0.02012849971652031,00:06
71,-2.539163827896118,-2.443437099456787,0.020214464515447617,00:06
72,-2.53501033782959,-2.470886468887329,0.01975391060113907,00:05
73,-2.5498595237731934,-2.4692721366882324,0.019804369658231735,00:05
74,-2.554229736328125,-2.4527926445007324,0.020151985809206963,00:05
75,-2.5554416179656982,-2.4466686248779297,0.020121412351727486,00:06
76,-2.5593559741973877,-2.463780641555786,0.019737647846341133,00:05
77,-2.5627427101135254,-2.4595394134521484,0.019885914400219917,00:05
78,-2.569640874862671,-2.4737207889556885,0.019623570144176483,00:05
79,-2.576348304748535,-2.4819161891937256,0.019381478428840637,00:05
80,-2.5798206329345703,-2.471081256866455,0.019553767517209053,00:06
81,-2.5783987045288086,-2.46437668800354,0.019641440361738205,00:05
82,-2.5781726837158203,-2.461853504180908,0.019660023972392082,00:05
83,-2.5855727195739746,-2.471951961517334,0.019620437175035477,00:05
84,-2.590580463409424,-2.465207815170288,0.019382568076252937,00:05
85,-2.594562292098999,-2.4728238582611084,0.01933158189058304,00:06
86,-2.6000561714172363,-2.435722589492798,0.02028135396540165,00:06
87,-2.598501443862915,-2.4580445289611816,0.019823502749204636,00:05
88,-2.60492205619812,-2.478118896484375,0.019341450184583664,00:06
89,-2.6068115234375,-2.480698585510254,0.019065294414758682,00:06
90,-2.616499662399292,-2.4892709255218506,0.018996750935912132,00:05
91,-2.6172375679016113,-2.484477996826172,0.019245514646172523,00:06
92,-2.6176929473876953,-2.471085786819458,0.019163234159350395,00:05
93,-2.6222634315490723,-2.4500510692596436,0.01974295638501644,00:05
94,-2.629856586456299,-2.473851203918457,0.01922493427991867,00:05
95,-2.629908323287964,-2.4847283363342285,0.018948126584291458,00:05
96,-2.6301157474517822,-2.4860970973968506,0.019040219485759735,00:05
97,-2.635573625564575,-2.4668562412261963,0.01909668557345867,00:05
98,-2.6401305198669434,-2.482774019241333,0.01906811073422432,00:05
99,-2.644561767578125,-2.501202344894409,0.018697066232562065,00:05
100,-2.6426169872283936,-2.4817416667938232,0.019014542922377586,00:05
101,-2.6471939086914062,-2.4782474040985107,0.01905774511396885,00:05
102,-2.6520822048187256,-2.4938642978668213,0.018880924209952354,00:05
103,-2.6570703983306885,-2.4895517826080322,0.018922654911875725,00:05
104,-2.664875030517578,-2.4980201721191406,0.01849091611802578,00:05
105,-2.6690115928649902,-2.479109525680542,0.018821872770786285,00:05
106,-2.6696224212646484,-2.4593424797058105,0.019252385944128036,00:05
107,-2.669923782348633,-2.4857523441314697,0.018927710130810738,00:05
108,-2.6752617359161377,-2.4964563846588135,0.01864798553287983,00:05
109,-2.6789045333862305,-2.5012073516845703,0.018540330231189728,00:05
110,-2.676779270172119,-2.4993298053741455,0.018468761816620827,00:05
111,-2.6825602054595947,-2.496636390686035,0.0183488167822361,00:05
112,-2.6857266426086426,-2.500526189804077,0.01831762306392193,00:05
113,-2.687171220779419,-2.490264654159546,0.01857808046042919,00:05
114,-2.693279504776001,-2.4930570125579834,0.01824839785695076,00:05
115,-2.691709518432617,-2.4931328296661377,0.018289033323526382,00:05
116,-2.693876028060913,-2.4942471981048584,0.018547318875789642,00:05
117,-2.698904275894165,-2.4968087673187256,0.018564654514193535,00:05
118,-2.7022695541381836,-2.495682954788208,0.01837192475795746,00:05
119,-2.7066595554351807,-2.5011885166168213,0.018225502222776413,00:05
120,-2.7126827239990234,-2.4979214668273926,0.01821266859769821,00:05
121,-2.7108371257781982,-2.4998865127563477,0.018238063901662827,00:05
122,-2.713223695755005,-2.4985828399658203,0.018152546137571335,00:05
123,-2.7115466594696045,-2.4959940910339355,0.018237151205539703,00:05
124,-2.7154757976531982,-2.501354455947876,0.01803486794233322,00:05
125,-2.7171013355255127,-2.498878240585327,0.01809421181678772,00:05
126,-2.7231040000915527,-2.4943923950195312,0.01797480322420597,00:05
127,-2.7238471508026123,-2.4985644817352295,0.018056293949484825,00:05
128,-2.724541187286377,-2.5041229724884033,0.01799018494784832,00:05
129,-2.730877637863159,-2.4977121353149414,0.018031127750873566,00:05
130,-2.7332217693328857,-2.5001795291900635,0.017911197617650032,00:05
131,-2.7329611778259277,-2.4958529472351074,0.0181523859500885,00:05
132,-2.732884407043457,-2.509204864501953,0.017900660634040833,00:05
133,-2.739241600036621,-2.497917413711548,0.018032560124993324,00:05
134,-2.741025686264038,-2.5017833709716797,0.01788492500782013,00:05
135,-2.7448301315307617,-2.495710849761963,0.017961623147130013,00:05
136,-2.743547201156616,-2.4992847442626953,0.0179535411298275,00:05
137,-2.7511441707611084,-2.505788564682007,0.017761481925845146,00:05
138,-2.7506914138793945,-2.484933376312256,0.01818946748971939,00:05
139,-2.752223014831543,-2.501314401626587,0.017932483926415443,00:05
140,-2.7547607421875,-2.490468978881836,0.018065091222524643,00:05
141,-2.7552175521850586,-2.492762565612793,0.01793813705444336,00:05
142,-2.759352922439575,-2.4969775676727295,0.017834406346082687,00:05
143,-2.7603793144226074,-2.4910809993743896,0.017825225368142128,00:05
144,-2.7652175426483154,-2.4980480670928955,0.01769174262881279,00:05
145,-2.7668631076812744,-2.495183229446411,0.017867974936962128,00:05
146,-2.7666242122650146,-2.496729612350464,0.01778264343738556,00:05
147,-2.767608404159546,-2.4918901920318604,0.017947454005479813,00:05
148,-2.7714531421661377,-2.500492811203003,0.017733953893184662,00:05
149,-2.7735238075256348,-2.4814963340759277,0.018013620749115944,00:05
150,-2.77516770362854,-2.499354839324951,0.01775853894650936,00:05
151,-2.7767581939697266,-2.5041613578796387,0.017573190852999687,00:05
152,-2.7834508419036865,-2.4965004920959473,0.017629757523536682,00:05
153,-2.784534215927124,-2.4984750747680664,0.017616458237171173,00:05
154,-2.786667585372925,-2.503554344177246,0.017521187663078308,00:05
155,-2.786813497543335,-2.4997780323028564,0.01750759966671467,00:05
156,-2.7876782417297363,-2.4985737800598145,0.017601944506168365,00:05
157,-2.790985584259033,-2.5019824504852295,0.017476936802268028,00:05
158,-2.7911691665649414,-2.4978153705596924,0.017545752227306366,00:05
159,-2.7909483909606934,-2.5029778480529785,0.017500782385468483,00:05
160,-2.7946627140045166,-2.496711254119873,0.017536623403429985,00:05
161,-2.7980055809020996,-2.50376558303833,0.017412807792425156,00:05
162,-2.7999398708343506,-2.4972667694091797,0.017518233507871628,00:05
163,-2.801414966583252,-2.502635955810547,0.01740485057234764,00:06
164,-2.79921293258667,-2.5014350414276123,0.017463576048612595,00:06
165,-2.799755096435547,-2.5002810955047607,0.017546245828270912,00:06
166,-2.8050825595855713,-2.5027823448181152,0.01739785261452198,00:06
167,-2.8062705993652344,-2.5003950595855713,0.017481252551078796,00:06
168,-2.810887575149536,-2.5000131130218506,0.017371289432048798,00:06
169,-2.8116860389709473,-2.5006227493286133,0.017403125762939453,00:06
170,-2.8108935356140137,-2.495448589324951,0.01741180196404457,00:06
171,-2.8103740215301514,-2.4989335536956787,0.017416784539818764,00:05
172,-2.812412977218628,-2.487450361251831,0.017444290220737457,00:05
173,-2.810971975326538,-2.4984290599823,0.017414705827832222,00:05
174,-2.813267946243286,-2.499699592590332,0.017343606799840927,00:05
175,-2.8161351680755615,-2.496155023574829,0.01739642769098282,00:05
176,-2.8188743591308594,-2.4967405796051025,0.01731102727353573,00:06
177,-2.8185267448425293,-2.499401330947876,0.017354708164930344,00:06
178,-2.820369005203247,-2.492069959640503,0.017372820526361465,00:06
179,-2.821000576019287,-2.494835615158081,0.017316484823822975,00:06
180,-2.8222310543060303,-2.4974677562713623,0.017364393919706345,00:06
181,-2.8226616382598877,-2.4965906143188477,0.01728738471865654,00:06
182,-2.8195858001708984,-2.4992282390594482,0.017333833500742912,00:05
183,-2.8198015689849854,-2.4982283115386963,0.017343679443001747,00:06
184,-2.8199496269226074,-2.4957504272460938,0.017323564738035202,00:05
185,-2.823472261428833,-2.4997003078460693,0.01730765588581562,00:05
186,-2.824334144592285,-2.4953644275665283,0.017316460609436035,00:05
187,-2.824474573135376,-2.4989173412323,0.01735778898000717,00:05
188,-2.825330972671509,-2.4982175827026367,0.017237067222595215,00:06
189,-2.8260719776153564,-2.49975323677063,0.017256949096918106,00:06
190,-2.827958583831787,-2.4985949993133545,0.017301250249147415,00:05
191,-2.827224016189575,-2.4992401599884033,0.017257655039429665,00:06
192,-2.8272674083709717,-2.496367931365967,0.017303425818681717,00:06
193,-2.82843279838562,-2.5002589225769043,0.01722843572497368,00:06
194,-2.82578706741333,-2.498542070388794,0.017333555966615677,00:05
195,-2.8279778957366943,-2.501513719558716,0.01724371686577797,00:05
196,-2.8274855613708496,-2.4960367679595947,0.017302334308624268,00:06
197,-2.8265604972839355,-2.4983348846435547,0.01728593371808529,00:05
198,-2.829446315765381,-2.496793508529663,0.01724434271454811,00:05
199,-2.8291139602661133,-2.495948553085327,0.017237087711691856,00:05
